,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
870,HD 76700,b,HD 76700 b,Radial Velocity,0,1,3.97097,10.751600000000002,0.09,,0.000200403,Msini,,,0,0,0,0,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995,60.99,60.99,8.155,V (Johnson),7.973,5644.0,0.99,1.37,2018-09-06,Anglo-Australian Telescope
871,HD 76920,b,HD 76920 b,Radial Velocity,0,1,415.4,247.07176800000002,0.856,,0.003750399,Msini,,,0,0,0,0,08h55m16.82s,133.820068,-67d15m55.7s,-67.265472,184.8,185.01,7.817,V (Johnson),7.513999999999999,4698.0,1.17,7.47,2017-11-30,Multiple Observatories
872,HD 77338,b,HD 77338 b,Radial Velocity,0,1,5.7361,12.90192,0.09,,5.7258e-05,Msini,,,0,0,0,0,09h01m12.50s,135.30206299999998,-25d31m37.4s,-25.527061,46.0,46.0,8.591000000000001,V (Johnson),8.41,5341.0,1.37,0.97,2018-09-06,La Silla Observatory
873,HD 7924,b,HD 7924 b,Radial Velocity,0,3,5.39792,12.90192,0.06,,1.9086e-05,Msini,,,0,0,0,1,01h21m59.12s,20.496313,+76d42m37.0s,76.71028100000001,17.0,17.0,7.185,V (Johnson),6.925,5131.0,0.65,0.78,2018-09-06,W. M. Keck Observatory
874,HD 7924,c,HD 7924 c,Radial Velocity,0,3,15.299,24.3846288,0.098,,2.3599839000000004e-05,Msini,,,0,0,0,0,01h21m59.12s,20.496313,+76d42m37.0s,76.71028100000001,17.0,17.0,7.185,V (Johnson),6.925,5131.0,0.65,0.78,2015-05-14,W. M. Keck Observatory
875,HD 7924,d,HD 7924 d,Radial Velocity,0,3,24.451,33.3514632,0.21,,1.9334118e-05,Msini,,,0,0,0,0,01h21m59.12s,20.496313,+76d42m37.0s,76.71028100000001,17.0,17.0,7.185,V (Johnson),6.925,5131.0,0.65,0.78,2015-05-14,W. M. Keck Observatory
876,HD 79498,b,HD 79498 b,Radial Velocity,0,1,1807.0,640.7953600000001,0.575,,0.0012787620000000001,Msini,,,0,0,0,0,09h15m09.40s,138.789169,+23d22m32.0s,23.375549,49.02,49.02,8.05,V (Johnson),7.886,5748.0,1.08,1.05,2018-09-27,McDonald Observatory
878,HD 80653,b,HD 80653 b,Transit,0,1,0.719573,3.5695312,,82.1,1.6814766e-05,Mass,0.14400000000000002,7.4,0,0,1,0,09h21m21.42s,140.339249,+14d22m04.5s,14.367923000000001,109.86,110.2,9.452,V (Johnson),9.307,,1.18,1.22,2020-01-30,K2
879,HD 81040,b,HD 81040 b,Radial Velocity,0,1,1001.70001,417.16208,0.53,,0.006937761,Msini,,,0,0,0,0,09h23m47.09s,140.946198,+20d21m52.0s,20.364454000000002,34.47,34.47,7.72,V (Johnson),7.555,5755.0,1.05,0.91,2018-09-06,Multiple Observatories
880,HD 81688,b,HD 81688 b,Radial Velocity,0,1,184.02,174.17592000000002,0.0,,0.0025766100000000004,Msini,,,0,0,0,0,09h28m39.99s,142.166626,+45d36m05.3s,45.601482,85.92,85.92,5.393,V (Johnson),5.0889999999999995,4753.0,2.1,13.0,2014-05-14,Okayama Astrophysical Observatory
881,HD 81817,b,HD 81817 b,Radial Velocity,0,1,1047.1,709.6056,0.17,,0.025861530000000004,Msini,,,0,0,0,0,09h37m05.29s,144.27203400000002,+81d19m35.0s,81.326385,268.97,268.97,4.3,V (Johnson),3.705,4140.0,4.3,83.8,2020-06-04,Bohyunsan Optical Astronomical Observatory
882,HD 82886,b,HD 82886 b,Radial Velocity,0,1,705.0,339.75056,0.07,,0.002223519,Msini,,,0,0,0,0,09h35m45.18s,143.93826299999998,+34d46m50.7s,34.780743,127.52,127.52,7.78,V (Johnson),7.381,4953.0,2.53,5.26,2018-09-06,W. M. Keck Observatory
886,HD 83443,b,HD 83443 b,Radial Velocity,0,1,2.9857,8.601280000000001,0.01,,0.000324462,Msini,,,0,0,0,1,09h37m11.83s,144.29928600000002,-43d16m19.9s,-43.272205,40.95,40.95,8.222000000000001,V (Johnson),8.026,5442.0,0.79,0.94,2018-09-06,Multiple Observatories
887,HD 8535,b,HD 8535 b,Radial Velocity,0,1,1313.0,526.8284000000001,0.15,,0.000648924,Msini,,,0,0,0,0,01h23m37.24s,20.905148999999998,-41d16m11.3s,-41.269802,52.5,55.53,7.7,V (Johnson),7.561,6136.0,1.13,1.19,2015-04-16,La Silla Observatory
889,HD 85512,b,HD 85512 b,Radial Velocity,0,1,58.43,55.90832,0.11,,9.543e-06,Msini,,,0,0,0,0,09h51m07.05s,147.77938799999998,-43d30m10.0s,-43.502789,11.28,11.28,7.67,V (Johnson),7.187,4300.0,0.43,0.71,2018-09-06,La Silla Observatory
890,HD 8574,b,HD 8574 b,Radial Velocity,0,1,227.0,163.42432000000002,0.3,,0.001937229,Msini,,,0,0,0,0,01h25m12.52s,21.302153,+28d34m00.1s,28.566692,44.88,44.88,7.112,V (Johnson),6.983,6064.0,1.34,1.38,2018-09-06,Haute-Provence Observatory
891,HD 86081,b,HD 86081 b,Radial Velocity,0,1,2.1378431,7.4401072,0.0119,,0.0014123640000000002,Msini,,,0,0,0,0,09h56m05.92s,149.02465800000002,-03d48m30.3s,-3.808422,104.24,104.24,8.73,V (Johnson),8.588,5939.0,1.21,1.46,2018-09-27,W. M. Keck Observatory
892,HD 86226,b,HD 86226 b,Radial Velocity,0,1,1695.0,610.69088,0.15,,0.000877956,Msini,,,0,0,0,0,09h56m29.85s,149.124359,-24d05m57.8s,-24.09939,45.74,45.74,7.932,V (Johnson),7.771,5903.0,1.06,1.02,2014-05-14,Las Campanas Observatory
893,HD 86264,b,HD 86264 b,Radial Velocity,0,1,1475.0,614.99152,0.7,,0.0066801000000000004,Msini,,,0,0,0,0,09h56m57.84s,149.240997,-15d53m42.4s,-15.895122,67.94,67.94,7.407,V (Johnson),7.284,6210.0,1.42,1.88,2015-04-24,Lick Observatory
894,HD 8673,b,HD 8673 b,Radial Velocity,0,1,1634.0,649.39664,0.723,,0.01355106,Msini,,,0,0,0,0,01h26m08.78s,21.536604,+34d34m46.9s,34.5797,37.9,37.9,6.31,V (Johnson),6.218999999999999,6472.0,1.35,1.39,2019-01-31,Thueringer Landessternwarte Tautenburg
895,HD 86950,b,HD 86950 b,Radial Velocity,0,1,1270.0,584.8870400000001,0.17,,0.0034354800000000003,Msini,,,0,0,0,0,10h01m37.61s,150.406708,-17d19m58.9s,-17.333023,211.1,211.1,7.459,V (Johnson),7.18,4805.0,1.66,8.8,2016-12-01,Multiple Observatories
896,HD 87646,b,HD 87646 b,Radial Velocity,0,1,13.481,25.158744000000002,0.05,,0.011833320000000001,Msini,,,0,0,0,0,10h06m40.77s,151.669861,+17d53m42.4s,17.895103,135.17,135.17,8.0,V (Johnson),7.93,5770.0,1.12,1.55,2016-08-18,Apache Point Observatory
897,HD 87883,b,HD 87883 b,Radial Velocity,0,1,2754.0,769.81456,0.53,,0.001469622,Msini,,,0,0,0,0,10h08m43.14s,152.179749,+34d14m32.1s,34.242259999999995,18.3,18.3,7.55,V (Johnson),7.272,4915.0,0.66,0.79,2018-09-06,Lick Observatory
898,HD 88133,b,HD 88133 b,Radial Velocity,0,1,3.414884,10.3000328,0.031,,0.00027149834999999997,Msini,,,0,0,0,0,10h10m07.68s,152.531982,+18d11m12.7s,18.186871,73.77,73.77,8.01,V (Johnson),7.81,5392.0,1.26,2.2,2018-12-06,W. M. Keck Observatory
899,HD 89307,b,HD 89307 b,Radial Velocity,0,1,2166.0,703.1546400000001,0.2,,0.002013573,Msini,,,0,0,0,0,10h18m21.29s,154.588699,+12d37m16.0s,12.621108,32.04,32.04,7.0089999999999995,V (Johnson),6.867999999999999,5955.0,1.27,1.1,2018-09-06,Lick Observatory
900,HD 89345,b,HD 89345 b,Transit,0,1,11.8143,22.922411200000003,0.22,87.21,0.000104973,Mass,0.66,0.471,0,0,1,3,10h18m41.06s,154.671066,+10d07m44.5s,10.129028,132.8,132.85,9.376,V (Johnson),9.217,5576.0,1.16,1.75,2018-08-23,K2
903,HD 9174,b,HD 9174 b,Radial Velocity,0,1,1179.0,473.07040000000006,0.12,,0.0010592730000000001,Msini,,,0,0,0,0,01h30m01.00s,22.504177,-19d36m16.2s,-19.604502,81.68,81.68,8.4,V (Johnson),8.229,5577.0,1.03,1.67,2016-11-10,Multiple Observatories
904,HD 92788,b,HD 92788 b,Radial Velocity,0,2,325.803,208.58104,0.35,,0.003588168,Msini,,,0,0,0,0,10h42m48.53s,160.702209,-02d11m01.5s,-2.1837560000000003,34.69,34.69,7.31,V (Johnson),7.138999999999999,5744.0,1.15,1.14,2019-04-11,Multiple Observatories
905,HD 92788,c,HD 92788 c,Radial Velocity,0,2,11611.2975,2257.8360000000002,0.46,,0.0035022810000000003,Msini,,,0,0,0,0,10h42m48.53s,160.702209,-02d11m01.5s,-2.1837560000000003,34.69,34.69,7.31,V (Johnson),7.138999999999999,5744.0,1.15,1.14,2019-04-11,La Silla Observatory
906,HD 92987,b,HD 92987 b,Radial Velocity,0,1,10354.8375,2068.60784,0.21,,0.016108584,Msini,,,0,0,0,1,10h43m36.27s,160.901108,-39d03m30.3s,-39.058426000000004,43.59,43.59,7.03,V (Johnson),6.86,5770.0,1.08,1.58,2019-04-11,La Silla Observatory
908,HD 9446,b,HD 9446 b,Radial Velocity,0,2,30.052,40.641048000000005,0.2,,0.00066801,Msini,,,0,0,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265147999999996,50.42,50.42,8.369,V (Johnson),8.209,5793.0,1.0,1.0,2019-01-31,Haute-Provence Observatory
909,HD 9446,c,HD 9446 c,Radial Velocity,0,2,192.9,140.630928,0.06,,0.0017368260000000001,Msini,,,0,0,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265147999999996,50.42,50.42,8.369,V (Johnson),8.209,5793.0,1.0,1.0,2019-01-31,Haute-Provence Observatory
910,HD 94834,b,HD 94834 b,Radial Velocity,0,1,1576.0,589.1876800000001,0.14,,0.001202418,Msini,,,0,0,0,0,10h57m15.11s,164.312973,+24d08m34.0s,24.142782,98.43,98.43,7.6,V (Johnson),7.3020000000000005,4798.0,1.11,4.2,2018-12-06,W. M. Keck Observatory
912,HD 95089,b,HD 95089 b,Radial Velocity,0,2,464.4,292.44352000000003,0.119,,0.001202418,Msini,,,0,0,0,1,10h58m47.74s,164.69889799999999,+01d43m45.2s,1.729216,137.46,137.46,7.92,V (Johnson),7.6610000000000005,4918.0,1.54,5.08,2018-12-06,W. M. Keck Observatory
913,HD 95089,c,HD 95089 c,Radial Velocity,0,2,1785.0,716.0565600000001,0.284,,0.0032923350000000004,Msini,,,0,0,0,1,10h58m47.74s,164.69889799999999,+01d43m45.2s,1.729216,137.46,137.46,7.92,V (Johnson),7.6610000000000005,4918.0,1.54,5.08,2018-12-06,W. M. Keck Observatory
914,HD 95127,b,HD 95127 b,Radial Velocity,0,1,482.0,275.24096000000003,0.11,,0.010144209000000001,Msini,,,0,0,0,0,10h59m35.09s,164.896194,+43d48m52.1s,43.814465000000006,689.75,689.75,8.15,V (Johnson),7.721,4218.0,3.7,41.01,2018-09-06,McDonald Observatory
915,HD 95872,b,HD 95872 b,Radial Velocity,0,1,4375.0,1107.4148000000002,0.06,,0.0035690820000000003,Msini,,,0,0,0,1,11h03m28.11s,165.867114,-22d05m38.3s,-22.093977,72.37,72.37,9.895,V (Johnson),9.652999999999999,5312.0,0.7,0.84,2018-09-06,Multiple Facilities
916,HD 96063,b,HD 96063 b,Radial Velocity,0,1,362.5,238.68552000000003,0.17,,0.0012119610000000001,Msini,,,0,0,0,0,11h04m44.45s,166.185226,-02d30m47.6s,-2.513218,140.62,140.62,8.21,V (Johnson),7.97,5020.0,1.37,4.75,2018-12-06,W. M. Keck Observatory
917,HD 96127,b,HD 96127 b,Radial Velocity,0,1,647.29999,305.34544,0.3,,0.020002128,Msini,,,0,0,0,0,11h05m45.95s,166.441452,+44d18m05.6s,44.301559000000005,597.42,597.42,7.43,V (Johnson),6.882000000000001,3943.0,10.94,51.1,2018-09-06,McDonald Observatory
918,HD 96167,b,HD 96167 b,Radial Velocity,0,1,498.04,286.42262400000004,0.685,,0.0006842331,Msini,,,0,0,0,0,11h05m15.07s,166.31278999999998,-10d17m28.7s,-10.291300999999999,85.51,85.51,8.09,V (Johnson),7.928,5733.0,1.27,1.94,2018-12-06,W. M. Keck Observatory
919,HD 97048,b,HD 97048 b,Disk Kinematics,0,1,,27954.16,,40.0,0.0023857500000000003,Mass,,,0,0,0,1,11h08m03.32s,167.013824,-77d39m17.5s,-77.654854,185.0,184.83,8.447000000000001,V (Johnson),8.339,10000.0,2.4,2.25,2019-10-24,Atacama Large Millimeter Array (ALMA)
921,HD 98219,b,HD 98219 b,Radial Velocity,0,1,433.8,270.94032000000004,0.079,,0.0018742452000000001,Msini,,,0,0,0,0,11h17m47.55s,169.448135,-23d58m31.5s,-23.975414,114.07,114.07,8.05,V (Johnson),7.791,4925.0,1.41,4.6,2018-12-06,W. M. Keck Observatory
922,HD 98649,b,HD 98649 b,Radial Velocity,0,1,6022.9725,1412.76024,0.86,,0.006479697,Msini,,,0,0,0,0,11h20m51.77s,170.215698,-23d13m02.4s,-23.217342000000002,42.22,42.22,8.0,V (Johnson),7.829,5790.0,1.03,1.01,2019-04-11,La Silla Observatory
923,HD 98736,b,HD 98736 b,Radial Velocity,0,1,968.8,400.81964800000003,0.226,,0.002223519,Msini,,,0,0,0,0,11h21m49.34s,170.45559699999998,+18d11m24.0s,18.190001000000002,32.48,32.48,7.93,V (Johnson),7.754,5271.0,0.92,0.93,2018-09-27,W. M. Keck Observatory
924,HD 99109,b,HD 99109 b,Radial Velocity,0,1,439.29999,238.68552000000003,0.09,,0.000419892,Msini,,,0,0,0,0,11h24m17.36s,171.072327,-01d31m44.7s,-1.529076,54.88,54.88,9.1,V (Johnson),8.868,5282.0,0.76,0.98,2018-09-06,W. M. Keck Observatory
925,HD 99492,b,HD 99492 b,Radial Velocity,0,1,17.0431,25.80384,0.25,,6.680100000000001e-05,Msini,,,0,0,0,0,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,18.21,18.21,7.58,V (Johnson),7.26,4815.0,0.48,0.83,2018-09-06,W. M. Keck Observatory
926,HD 99706,b,HD 99706 b,Radial Velocity,0,2,841.0,425.76336000000003,0.25,,0.001173789,Msini,,,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966578999999996,147.21,147.21,7.65,V (Johnson),7.377000000000001,4862.0,1.46,5.52,2018-12-06,W. M. Keck Observatory
929,HIP 107773,b,HIP 107773 b,Radial Velocity,0,1,144.3,154.82304,0.09,,0.0018895140000000001,Msini,,,0,0,0,0,21h50m00.12s,327.500519,-64d42m45.1s,-64.71254,103.63,105.49,5.62,V (Johnson),5.332999999999999,4945.0,2.42,11.6,2015-06-04,Multiple Observatories
933,HIP 12961,b,HIP 12961 b,Radial Velocity,0,1,57.435,53.758,0.17,,0.000343548,Msini,,,0,0,0,0,02h46m42.89s,41.678692,-23d05m11.8s,-23.086610999999998,23.39,23.39,10.24,V (Johnson),9.599,3901.0,0.69,0.65,2018-09-06,La Silla Observatory
934,HIP 14810,b,HIP 14810 b,Radial Velocity,0,3,6.673892,14.9662272,0.14399,,0.00372177,Msini,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,50.55,8.52,V (Johnson),8.333,5544.0,1.01,1.07,2018-09-27,W. M. Keck Observatory
935,HIP 14810,c,HIP 14810 c,Radial Velocity,0,3,147.747,118.05256800000002,0.1566,,0.001250133,Msini,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,50.55,8.52,V (Johnson),8.333,5544.0,1.01,1.07,2018-09-27,W. M. Keck Observatory
936,HIP 14810,d,HIP 14810 d,Radial Velocity,0,3,981.8,417.16208,0.185,,0.000563037,Msini,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,50.55,8.52,V (Johnson),8.333,5544.0,1.01,1.07,2018-09-27,W. M. Keck Observatory
947,HIP 57274,b,HIP 57274 b,Radial Velocity,0,3,8.1352,15.052240000000003,0.19,,1.9086e-05,Msini,,,0,0,0,1,11h44m40.96s,176.17068500000002,+30d57m33.5s,30.959293,25.88,25.88,8.98,V (Johnson),8.571,4510.0,0.29,0.78,2018-09-06,W. M. Keck Observatory
948,HIP 57274,c,HIP 57274 c,Radial Velocity,0,3,32.03,38.275696,0.05,,0.000390327786,Msini,,,0,0,0,0,11h44m40.96s,176.17068500000002,+30d57m33.5s,30.959293,25.88,25.88,8.98,V (Johnson),8.571,4510.0,0.29,0.78,2015-04-24,W. M. Keck Observatory
949,HIP 57274,d,HIP 57274 d,Radial Velocity,0,3,431.7,217.18232,0.27,,0.00050262981,Msini,,,0,0,0,0,11h44m40.96s,176.17068500000002,+30d57m33.5s,30.959293,25.88,25.88,8.98,V (Johnson),8.571,4510.0,0.29,0.78,2015-03-26,W. M. Keck Observatory
953,HIP 65426,b,HIP 65426 b,Imaging,0,1,,19782.944,,,0.008588700000000001,Mass,1.5,,0,0,0,1,13h24m36.10s,201.150406,-51d30m16.1s,-51.504459000000004,111.4,109.21,6.982,V (Johnson),6.983,8840.0,1.96,1.77,2017-07-13,Paranal Observatory
954,HIP 65891,b,HIP 65891 b,Radial Velocity,0,1,1084.5,604.2399200000001,0.13,,0.0057258000000000005,Msini,,,0,0,0,0,13h30m25.27s,202.605301,-58d39m51.7s,-58.664356000000005,136.05,150.95,6.75,V (Johnson),6.479,5000.0,2.5,8.93,2015-06-04,Multiple Observatories
955,HIP 67537,b,HIP 67537 b,Radial Velocity,0,1,2556.5,1055.8071200000002,0.59,,0.01059273,Msini,,,0,0,0,0,13h50m19.40s,207.580826,-39d54m03.1s,-39.900856,112.6,116.43,6.44,V (Johnson),6.165,4985.0,2.41,8.69,2017-04-27,Multiple Observatories
956,HIP 67851,b,HIP 67851 b,Radial Velocity,0,2,88.9,98.91472,0.05,,0.001316934,Msini,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,64.24,6.17,V (Johnson),5.882000000000001,4890.0,1.63,5.92,2015-06-04,Multiple Observatories
957,HIP 67851,c,HIP 67851 c,Radial Velocity,0,2,2131.8,821.42224,0.17,,0.005706714000000001,Msini,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,64.24,6.17,V (Johnson),5.882000000000001,4890.0,1.63,5.92,2015-06-04,Multiple Observatories
960,HIP 74890,b,HIP 74890 b,Radial Velocity,0,1,822.3,451.5672,0.07,,0.00229032,Msini,,,0,0,0,0,15h18m17.33s,229.57220499999997,-41d25m14.1s,-41.42057,91.49,78.83,7.05,V (Johnson),6.752000000000001,4850.0,1.74,5.77,2016-03-17,Multiple Observatories
963,HIP 79431,b,HIP 79431 b,Radial Velocity,0,1,111.7,77.41152,0.29,,0.0020040300000000004,Msini,,,0,0,0,0,16h12m41.77s,243.17405699999998,-18d52m31.8s,-18.875504,14.54,14.54,11.34,V (Johnson),10.235,3368.0,0.42,0.54,2019-01-31,W. M. Keck Observatory
964,HIP 8541,b,HIP 8541 b,Radial Velocity,0,1,1560.2,602.0896,0.16,,0.0052486500000000005,Msini,,,0,0,0,0,01h50m06.33s,27.526375,-54d27m53.9s,-54.464962,168.63,155.82,7.88,V (Johnson),7.561,4670.0,1.17,7.83,2016-03-17,Multiple Observatories
965,HIP 91258,b,HIP 91258 b,Radial Velocity,0,1,5.0505,12.90192,0.02,,0.0010401870000000001,Msini,,,0,0,0,0,18h36m53.15s,279.221466,+61d42m09.0s,61.702503,45.95,45.95,8.646,V (Johnson),8.45,5519.0,0.97,0.89,2018-09-06,Haute-Provence Observatory
966,HIP 97233,b,HIP 97233 b,Radial Velocity,0,1,1058.8,548.3316,0.61,,0.019086000000000002,Msini,,,0,0,0,0,19h45m41.27s,296.421967,-00d41m47.9s,-0.696645,102.58,102.58,7.34,V (Johnson),7.07,5020.0,1.93,5.34,2014-10-03,Multiple Observatories
967,HN Peg,b,HN Peg b,Imaging,0,1,,166219.736,,,0.02099335941,Mass,1.051,,0,0,0,0,21h44m31.33s,326.130554,+14d46m19.0s,14.771939000000001,18.13,18.13,5.95,V (Johnson),5.811,5974.0,1.1,1.04,2014-05-14,Spitzer Space Telescope
969,HR 5183,b,HR 5183 b,Radial Velocity,0,1,27000.0,3870.576,0.84,,0.003082389,Msini,,,0,0,0,1,13h46m57.12s,206.738007,+06d21m01.4s,6.350375,31.49,31.49,6.3,V (Johnson),6.169,5794.0,1.07,1.53,2019-09-26,Multiple Observatories
970,HR 810,b,HR 810 b,Radial Velocity,0,1,302.79999,197.82944,0.14,,0.002166261,Msini,,,0,0,0,0,02h42m33.47s,40.639441999999995,-50d48m01.1s,-50.800292999999996,17.33,17.33,5.41,V (Johnson),5.224,6167.0,1.34,1.13,2018-09-06,La Silla Observatory
992,K2-111,b,K2-111 b,Transit,0,1,5.35117,13.353487200000002,0.0,86.2,2.5823358000000003e-05,Mass,0.17,6.6,0,0,1,0,03h59m33.54s,59.88975500000001,+21d17m55.3s,21.298685,201.51,201.51,11.137,V (Johnson),10.929,5730.0,0.88,1.23,2017-05-10,K2
1023,K2-137,b,K2-137 b,Transit,0,1,0.179715,1.2471856,0.0,89.6,0.00047715,Mass,0.079,,0,0,1,0,12h27m28.97s,186.870728,-06d11m42.8s,-6.195224,99.15,99.15,15.498,V (Johnson),14.435,3492.0,0.46,0.44,2017-11-16,K2
1083,K2-18,b,K2-18 b,Transit,0,2,32.939623,30.7280728,0.2,,2.6787201e-05,Mass,0.21100000000000002,4.11,0,0,1,1,11h30m14.51s,172.56045500000002,+07d35m18.2s,7.5883910000000006,38.07,38.07,13.495999999999999,V (Johnson),12.415,3457.0,0.36,0.41,2019-03-21,K2
1084,K2-18,c,K2-18 c,Radial Velocity,1,2,8.962,12.90192,0.47,,2.2550109000000004e-05,Msini,,,0,0,1,2,11h30m14.51s,172.56045500000002,+07d35m18.2s,7.5883910000000006,38.07,38.07,13.495999999999999,V (Johnson),12.415,3457.0,0.36,0.41,2017-12-21,La Silla Observatory
1139,K2-216,b,K2-216 b,Transit,0,1,2.1748,6.0208960000000005,0.0,86.9,2.4019730999999998e-05,Mass,0.156,8.2,0,0,1,0,00h45m55.26s,11.480249,+06d20m49.1s,6.346971,115.84,115.84,12.475999999999999,V (Johnson),12.058,4503.0,0.7,0.72,2018-11-01,K2
1145,K2-22,b,K2-22 b,Transit,0,1,0.381078,1.8922816000000002,,,0.00133602,Mass,0.223,,0,0,1,0,11h17m55.88s,169.482819,+02d37m08.7s,2.6190700000000002,245.53,245.53,15.597000000000001,V (Johnson),14.954,3830.0,0.6,0.57,2015-10-15,K2
1161,K2-232,b,K2-232 b,Transit,0,1,11.168454,22.26871392,0.258,89.14,0.00037981140000000005,Mass,1.0,,0,0,1,1,04h55m03.96s,73.76651,+18d39m16.3s,18.654535,131.21,131.21,9.899,V (Johnson),9.726,6154.0,1.19,1.16,2018-04-05,K2
1165,K2-237,b,K2-237 b,Transit,0,1,2.1805577,7.5906296,0.0,84.6,0.0011795148,Mass,1.642,0.37,0,0,1,1,16h55m04.53s,253.76889,-28d42m38.0s,-28.710564,309.5,317.6,11.600999999999999,V (Johnson),11.467,6099.0,1.23,1.38,2019-05-23,K2
1166,K2-238,b,K2-238 b,Transit,0,1,3.20466,9.891472,0.0,84.5,0.000820698,Mass,1.3,0.56,0,0,1,0,23h10m49.04s,347.704346,-07d51m27.0s,-7.857499000000001,453.0,6779.46,13.748,V (Johnson),13.664000000000001,5630.0,1.19,1.59,2018-06-21,K2
1198,K2-260,b,K2-260 b,Transit,0,1,2.6266657,8.6872928,0.0,88.67,0.001355106,Mass,1.5519999999999998,0.5,0,0,1,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,676.32,676.32,12.689,V (Johnson),12.467,6367.0,1.39,1.69,2018-08-16,K2
1199,K2-261,b,K2-261 b,Transit,0,1,11.63344,21.933264,0.39,88.4,0.00021280890000000002,Mass,0.85,0.483,0,0,1,0,10h52m07.78s,163.032425,+00d29m36.1s,0.49335200000000007,214.58,214.58,10.612,V (Johnson),10.459000000000001,5537.0,1.1,1.65,2018-08-16,K2
1200,K2-263,b,K2-263 b,Transit,0,1,50.818947,55.327733599999995,0.14,89.24,4.4441751000000005e-05,Mass,0.215,5.7,0,0,1,0,08h38m43.77s,129.68238799999997,+15d40m50.3s,15.680626,163.23,163.23,11.606,V (Johnson),11.405,5368.0,0.88,0.85,2018-09-27,K2
1203,K2-265,b,K2-265 b,Transit,0,1,2.369172,7.2594803200000015,0.084,87.7,1.9639494e-05,Mass,0.153,7.1,0,0,1,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689000000001,139.22,139.22,11.102,V (Johnson),10.927999999999999,5477.0,0.92,0.98,2018-10-04,K2
1204,K2-266,b,K2-266 b,Transit,0,4,0.658524,2.80831792,,75.32,3.3829935e-05,Msin(i)/sin(i),0.294,1.77,0,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.9375709999999999,77.16,77.73,11.808,V (Johnson),11.353,4285.0,0.69,0.7,2018-10-26,K2
1205,K2-266,c,K2-266 c,Transit,0,4,7.814,14.600672800000002,0.042,88.28,8.684130000000001e-07,Msin(i)/sin(i),0.063,4.51,0,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.9375709999999999,77.16,77.73,11.808,V (Johnson),11.353,4285.0,0.69,0.7,2018-10-26,K2
1206,K2-266,d,K2-266 d,Transit,0,4,14.697,22.255812,0.047,89.46,2.6720400000000003e-05,Mass,0.261,2.03,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.9375709999999999,77.16,77.73,11.808,V (Johnson),11.353,4285.0,0.69,0.7,2019-07-25,K2
1207,K2-266,e,K2-266 e,Transit,0,4,19.482,26.8574968,0.043,89.45,4.2933956999999995e-05,Mass,0.244,2.21,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.9375709999999999,77.16,77.73,11.808,V (Johnson),11.353,4285.0,0.69,0.7,2019-07-25,K2
1211,K2-27,b,K2-27 b,Transit,0,1,6.771315,14.411444640000003,0.251,,9.2777046e-05,Mass,0.4,1.87,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.2307379999999999,251.43,251.43,12.64,V (Johnson),12.453,5248.0,0.87,0.89,2017-02-09,K2
1230,K2-285,b,K2-285 b,Transit,0,4,3.471745,8.20777144,0.0,86.846,2.9067978000000003e-05,Mass,0.231,3.07,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.30029,155.65,155.65,12.03,V (Johnson),11.804,4975.0,0.83,0.79,2018-12-13,K2
1231,K2-285,c,K2-285 c,Transit,0,4,7.138048,17.718636800000002,0.0,89.861,4.7075619e-05,Mass,0.315,1.95,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.30029,155.65,155.65,12.03,V (Johnson),11.804,4975.0,0.83,0.79,2018-12-13,K2
1232,K2-285,d,K2-285 d,Transit,0,4,10.45582,25.3307696,0.0,89.64299999999999,1.9515435000000002e-05,Mass,0.221,,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.30029,155.65,155.65,12.03,V (Johnson),11.804,4975.0,0.83,0.79,2018-12-13,K2
